,seconds,alg
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,38.571262,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,38.456098,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,38.621147,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,89.278558,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,103.716741,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,90.0306,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,90.14067,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,90.432782,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,89.664996,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,89.740328,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,90.48703,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,88.985755,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,89.747522,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_1\events.out.tfevents,403.53026,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_10\events.out.tfevents,365.953594,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_2\events.out.tfevents,377.470704,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_3\events.out.tfevents,372.768495,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_4\events.out.tfevents,342.165088,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_5\events.out.tfevents,406.529547,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_6\events.out.tfevents,326.112696,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_7\events.out.tfevents,329.62115,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_8\events.out.tfevents,363.775729,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_9\events.out.tfevents,465.782226,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_1\events.out.tfevents,1904.858322,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_10\events.out.tfevents,1811.910187,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_2\events.out.tfevents,1929.583905,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_3\events.out.tfevents,2122.703705,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_4\events.out.tfevents,1701.851097,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_5\events.out.tfevents,2269.855079,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_6\events.out.tfevents,1857.702249,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_7\events.out.tfevents,1680.745239,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_8\events.out.tfevents,1832.89168,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_9\events.out.tfevents,2518.474883,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,44.653747,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,44.193345,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,44.549038,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,44.919695,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,45.085914,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,44.90614,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,44.672668,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,45.648581,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,45.627937,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,45.234475,A2C
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,94.502237,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,95.064263,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,97.147325,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,96.029451,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,94.934701,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,97.807913,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,95.948046,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,96.692131,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,95.762146,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,94.507457,PPO
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_1\events.out.tfevents,370.3051,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_10\events.out.tfevents,333.428345,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_2\events.out.tfevents,415.23359,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_3\events.out.tfevents,352.136249,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_4\events.out.tfevents,381.011593,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_5\events.out.tfevents,324.817053,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_6\events.out.tfevents,363.710413,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_7\events.out.tfevents,377.657648,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_8\events.out.tfevents,394.990899,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_9\events.out.tfevents,312.210222,SAC
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_1\events.out.tfevents,1916.112094,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_10\events.out.tfevents,1573.908248,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_2\events.out.tfevents,2280.943567,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_3\events.out.tfevents,1772.913684,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_4\events.out.tfevents,2407.687004,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_5\events.out.tfevents,1630.121238,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_6\events.out.tfevents,1832.213991,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_7\events.out.tfevents,2239.007395,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_8\events.out.tfevents,2010.07154,TD3
src/main/rl/logs\scenario1\training_04_06\scenario1_None_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_9\events.out.tfevents,1471.391055,TD3
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,29.987402,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,32.346672,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,29.498231,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,29.535271,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,29.861262,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,29.270144,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,29.625231,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,29.548683,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,29.364059,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,29.564014,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,78.072247,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,88.237904,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,75.594802,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,75.314984,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_4\events.out.tfevents,75.434398,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_5\events.out.tfevents,75.329429,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_6\events.out.tfevents,75.029064,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_7\events.out.tfevents,76.093747,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_8\events.out.tfevents,74.711284,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_9\events.out.tfevents,74.628651,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\events.out.tfevents,34.047095,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\events.out.tfevents,34.196734,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\events.out.tfevents,34.152055,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\events.out.tfevents,33.959389,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\events.out.tfevents,33.86345,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\events.out.tfevents,34.674995,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\events.out.tfevents,34.217245,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\events.out.tfevents,34.653243,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\events.out.tfevents,33.994269,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\events.out.tfevents,34.155891,A2C
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\events.out.tfevents,80.542081,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\events.out.tfevents,80.1712,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\events.out.tfevents,82.49651,PPO
src/main/rl/logs\scenario2\training_04_06\scenario2_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\events.out.tfevents,80.140941,PPO
