,full_path,combination,scenario,alg,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score_single,criticality_score_combined,total_timesteps
0,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,25.931429,-0.1,11.184970898549114,35
1,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,26.308573,0.0,26.767056528587812,50
2,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,33.322857,0.0,34.042765036495595,61
3,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,25.172857,-0.1,12.047590023602599,35
4,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,24.128567,0.0,28.188583534724653,49
5,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,57.348553,0.32614617450068595,121.85568148984679,250
6,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,38.8557,0.0,37.24037562675623,68
7,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,51.998558,0.0,44.62434855835458,84
8,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,25.222858,-0.1,13.496787174605242,35
9,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,22.722858,-0.1,16.277407028748655,35
10,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,79.67422,0.0,97.0097322138028,173
11,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,56.28998,0.0,74.1688240784938,130
12,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,49.155697,0.0,68.46150022536634,119
13,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,56.451347,0.0,75.05729350987873,131
14,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,60.469887,0.0,81.06393050641799,141
15,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,26.942858,0.0,46.98300569018955,80
16,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,58.20429,0.0,78.08394241968153,136
17,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,30.531433,0.0,53.03518280243726,90
18,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,17.91858,0.0,30.776972093609064,52
19,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,54.827225,0.0,76.24489665201418,132
20,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_1\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,78.29296,0.0,51.05101018252434,191
21,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_10\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,121.957504,0.24220127866173471,183.21852190990356,250
22,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_2\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,99.344154,0.17711170222562403,151.05649497497015,250
23,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_3\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,59.577118,0.0,82.13531376436748,140
24,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_4\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,126.21001,0.16042738417725477,139.9207076730977,250
25,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_5\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,133.54001,0.05838419785758726,153.82802574589692,250
26,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_6\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,105.31143,0.0,122.33428090711864,213
27,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_7\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,110.93011,0.1581292399875404,121.47136816143183,250
28,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_8\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,108.54413,0.0260286743781818,117.28493073077061,250
29,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06_9\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,126.74854,0.15623111379574167,192.2362164662781,250
30,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_1\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,28.842863,-0.1,6.640398680351903,35
31,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_10\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,176.44702,0.023838700217576263,169.1474473691774,250
32,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_2\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,209.55147,0.0036438416422288357,162.25149402851298,250
33,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_3\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,173.14563,0.007857478005865191,170.04212770803295,250
34,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_4\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,193.31271,0.00062005027067347,45.07517539995357,250
35,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_5\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,197.70998,0.028455425219941512,137.8410499185996,250
36,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_6\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,28.842863,-0.1,6.643930498533723,35
37,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_7\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,188.07437,0.030391273999922017,91.40785374030234,250
38,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_8\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,191.80284,0.005904488695487813,124.16345766771761,250
39,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06_9\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,,162.75426,0.0,102.39827766825681,203
40,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,27.207146,-0.1,16.05616159772096,38
41,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,28.075724,-0.1,11.197759787271998,35
42,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,53.11575,0.0,84.26242129101934,164
43,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,71.295715,0.0,57.728375531062454,124
44,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,27.470007,-0.1,9.701939257058074,35
45,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,27.12143,-0.1,11.79879115431119,35
46,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,28.492865,-0.1,9.784596662414442,35
47,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,31.64999,0.0,40.042119524486516,76
48,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,28.997152,-0.1,9.105400118363233,35
49,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,60.7043,0.0,50.42237344296978,109
50,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,130.22418,0.06861134012952959,120.07235809581599,250
51,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,60.288624,0.0,70.78790073001419,140
52,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,107.287224,0.0,102.0999358165926,226
53,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,68.43003,0.0,78.45421747209056,157
54,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,61.414326,0.0,70.34249700691213,140
55,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,56.128586,0.0,67.3484766531774,133
56,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,72.69005,0.0,78.76170858723624,162
57,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,128.86578,0.0,24.06202351821164,204
58,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario1\training_04_06\scenario1_ActionSpaceOption2Wrapper_None_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption2Wrapper,ObservationOption1Wrapper,NPPAutomationWrapper,71.79431,0.0,76.77718750959781,160
