,full_path,combination,scenario,alg,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score_single,criticality_score_combined,total_timesteps
1506,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,93.75856,0.0,146.53168587728746,189
1507,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,185.81715,0.7541566740049267,213.77840581800098,250
1508,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,148.20534,-0.017744487818043334,147.67810302057103,191
1509,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,10.207144,-0.056982406403702154,37.28259387733868,51
1510,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,206.3421,0.6789721853147638,198.20238911067466,250
1511,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,200.10875,0.7955343419630473,224.94753289348648,250
1512,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,197.63715,0.6738410967133862,193.92209884498885,250
1513,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,201.80739,0.6450915101742545,190.97180000087326,250
1514,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,202.04121,0.6817855200622215,186.8095617158935,250
1515,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,195.42392,0.7718070692357744,216.48863463862045,250
1516,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,201.12683,0.6054544662908901,179.60515258395066,250
1517,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,193.37134,0.7062393300046494,203.50305925964474,250
1518,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,197.35847,0.799097063314075,218.7950285359561,250
1519,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,198.52419,0.6744378551745563,203.70328022654837,250
1520,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,53.901333,0.0,42.73407150710692,97
1521,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,46.111427,-0.1,67.3681612537897,104
1522,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,60.611443,-0.1,55.30450192774816,104
1523,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,53.901333,0.0,42.73407150710692,97
1524,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,192.67494,0.1,183.74962475190307,250
1525,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,55.88285,-0.1,61.59504039504495,104
1526,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,110.42003,-0.1,65.99356382627981,248
1527,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,67.548584,0.1109851354652861,48.8319493574544,118
1528,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,62.650986,-0.1,51.27951430175756,104
1529,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,55.84285,-0.1,62.98670335439093,104
1530,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,127.49858,0.43942170338048464,165.8176919814785,250
1531,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,156.71283,0.4285341389660164,166.90521112100936,250
1532,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,188.12914,0.5168561241376233,196.50403539165563,250
1533,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,134.62143,0.3476869097862294,186.10783426328146,241
1534,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,168.8157,0.4967463200991582,196.6773391900588,250
1535,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,123.5985,0.5018752189505595,192.053228542653,250
1536,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,139.51859,0.4630953437533654,204.83667161970192,250
1537,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,158.72568,0.46755763623739693,189.8655486358519,250
1538,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,151.14285,0.09872831037294295,147.58960104785453,250
1539,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,,186.70145,0.503255411008249,193.82559703958432,250
1540,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,85.70285,0.7190955049694311,113.18694221077266,134
1541,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,88.04139,0.712459443623884,124.22081041593692,148
1542,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,62.73256,0.7541566740049267,86.28366852319556,104
1543,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,60.860004,0.6872871220660903,87.14411348986428,104
1544,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,62.787777,0.7541566740049267,87.57073085963741,104
1545,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,61.805855,0.7,85.118067797343,104
1546,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,169.82281,0.7541566740049267,215.10037631064722,250
1547,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,93.39343,-0.07129732683342004,103.00833246741179,142
1548,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,54.41715,0.7541566740049267,85.93995509726678,104
1549,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario2,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,63.08539,0.7541566740049267,86.48927523566931,104
1550,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,204.12563,0.6202396829757378,197.06498776849514,250
1551,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.00491,0.7562034368377215,220.31979737430893,250
1552,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,200.75659,0.7541566740049267,220.2290906818023,250
1553,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,204.57138,0.4493180567566855,196.8752241952301,250
1554,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.69485,0.7932354947988117,235.6731772082325,250
1555,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,196.92442,0.4412526418725281,170.44244703037452,250
1556,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,src/main/rl/models\scenario2\training_04_06\scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,203.42072,0.5025874568582077,176.10812340403652,250
