,full_path,combination,scenario,alg,action_wrapper,obs_wrapper,automation_wrapper,reward,criticality_score
579,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,55.56138,130.00391408932353
580,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,139.69597,180.23437236338714
581,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,114.36981,181.89295230095368
582,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,94.05143,174.14382273001146
583,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,95.001625,170.9695735352594
584,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,149.49142,151.09224306055953
585,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,161.69138,137.08265857395233
586,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,158.56152,187.58257762563636
587,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,137.42143,183.81372057119614
588,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,149.3611,179.68860310458388
589,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,153.20004,175.90860813941543
590,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,232.48131,162.55151297139366
591,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,166.91438,187.84040832479764
592,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,215.66101,134.36629906335423
593,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,223.75189,138.2548624879908
594,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,189.47571,157.01468520003016
595,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,235.25443,126.88303605501798
596,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,153.08861,160.42142687121782
597,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,224.41348,122.78762188625043
598,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,233.82295,125.29714014420806
599,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_None_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,,241.99248,140.25562683733844
600,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,29.684277,20.073115811815324
601,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,19.411453,127.24668264702738
602,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,31.241419,20.152974538367094
603,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,9.318566,49.81753658088067
604,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,66.272835,74.31696242360697
605,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,45.67571,80.71577558969899
606,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,2.7428575,24.88227518495459
607,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,13.755734,160.06282090059483
608,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,12.241428,24.39153225806453
609,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_A2C_training_04_06,scenario1,<class 'stable_baselines3.a2c.a2c.A2C'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,72.71998,75.10524733842334
610,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,114.99294,192.1222798921559
611,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,25.574278,112.19694570583196
612,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,24.767134,104.83087953134213
613,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,147.01698,167.32900986013473
614,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,25.878553,110.24247192419256
615,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,29.019985,116.10543131230946
616,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,157.22568,150.0925771800201
617,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,24.037134,81.68496091386356
618,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,83.44716,165.51921434399367
619,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,scenario1,<class 'stable_baselines3.ppo.ppo.PPO'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,22.092842,102.07716047116249
620,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,220.41069,177.05792829732482
621,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,225.81104,166.29843993365228
622,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,195.48433,172.73549970290017
623,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,190.99301,172.53687161900967
624,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,208.05446,177.80846120814994
625,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_5\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,180.21141,177.38778996610523
626,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_6\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,207.10297,170.68050289800735
627,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_7\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.10213,168.0094292114746
628,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_8\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,185.61584,171.11443038882928
629,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_9\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,scenario1,<class 'stable_baselines3.sac.sac.SAC'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,159.62425,200.03311874605475
630,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_1\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,242.21693,114.04315372292587
631,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_10\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,227.18108,138.89939349738518
632,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_2\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,232.14827,118.05755004736862
633,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_3\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,238.18588,122.66133071159904
634,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06_4\best_model.zip,../models\scenario1\training_04_06\scenario1_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_TD3_training_04_06,scenario1,<class 'stable_baselines3.td3.td3.TD3'>,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,202.29118,124.13448361665523
